timestamp,user_id,processing_batch_id,transaction_amount,user_age_days,ip_risk_score,transaction_speed_seconds,product_category,payment_method,is_fraud
39:39.0,111035,2164,52.76,763,36.18,23.36,subscription,credit_card,0
33:26.8,108864,2131,104.31,466,30.51,18.04,apparel,debit_card,0
54:41.6,109848,2231,93.69,875,83.82,15.48,travel,credit_card,0
28:09.6,100041,2152,78.59,390,31.19,8.64,subscription,debit_card,0
43:30.6,111281,2179,774.17,5,71.62,14.41,travel,paypal,1
59:20.7,102507,2166,1741.74,21,73,12.89,travel,paypal,1
27:34.9,104875,2206,32.04,815,84.52,19.1,digital_service,credit_card,0
00:55.1,100104,2306,62,397,31.73,12.23,apparel,debit_card,0
34:38.0,104129,2140,183.07,75,95.74,2.62,travel,paypal,1
54:23.3,109427,2368,32.66,581,28.84,14.34,travel,debit_card,0
45:27.5,102136,2187,128.68,459,60.53,22.66,electronics,credit_card,0
21:03.8,109617,2313,479.21,531,83.69,21.38,travel,paypal,0
34:21.9,107914,2324,2530.59,4,94.81,12.53,travel,debit_card,1
50:51.4,107290,2218,182.57,43,19.04,15.49,digital_service,debit_card,0
43:18.2,104747,2389,5.7,922,31.35,20.76,digital_service,credit_card,0
35:07.1,109166,2185,25.46,631,79.38,13.31,travel,debit_card,0
21:16.5,108755,2299,669.51,10,72.75,3.65,travel,paypal,1
51:54.1,111568,2391,2.42,361,53.48,6.52,digital_service,debit_card,0
47:59.4,111116,2379,58.91,561,38.81,21.4,apparel,paypal,0
57:01.6,110041,2113,60.47,922,67.15,18.59,subscription,debit_card,0
17:57.8,109365,2102,5.42,129,50.22,21.5,digital_service,credit_card,0
21:19.8,102759,2340,46.68,607,81.86,14.6,electronics,paypal,0
25:19.2,110950,2211,300.87,42,81.34,10.08,subscription,credit_card,1
30:42.3,101398,2229,36,89,33.31,11.5,apparel,credit_card,0
41:08.7,107415,2258,67.84,6,35.72,8.64,electronics,credit_card,0
26:24.3,106691,2285,31.88,356,73.7,20.34,apparel,credit_card,0
27:54.3,101401,2156,45.38,797,33.72,19.5,digital_service,paypal,0
30:20.7,110670,2190,58.55,316,47.49,14.71,apparel,debit_card,0
02:03.2,104370,2258,14.66,244,63.25,6.67,travel,debit_card,0
03:26.2,103212,2228,215.05,228,33.1,9.02,subscription,paypal,0
10:03.1,105212,2312,113.44,132,84.42,15.02,digital_service,credit_card,0
39:39.9,102205,2291,36.19,255,68.3,22.48,electronics,debit_card,0
30:26.5,102836,2213,109.32,948,67.33,19.66,subscription,credit_card,0
17:36.4,101798,2107,1861.55,186,49.77,15.5,travel,credit_card,0
24:29.1,104785,2293,91.42,321,18.02,12.36,apparel,credit_card,0
07:03.3,104198,2165,775.13,61,98.75,3.92,travel,paypal,1
41:03.2,100503,2231,693.58,591,65.12,21.47,electronics,paypal,0
57:04.6,104267,2340,18.06,220,60.97,12.25,apparel,credit_card,0
47:17.5,108891,2149,274.95,70,92.04,10.4,subscription,paypal,1
13:42.6,100688,2391,79.17,21,27.53,15.31,subscription,credit_card,0
28:38.7,105156,2322,74.77,296,61.51,6.06,apparel,credit_card,0
21:05.9,103775,2387,13.93,836,73.94,6.58,subscription,credit_card,0
59:41.7,111656,2382,21.68,723,17.4,21.94,subscription,credit_card,0
19:37.7,104701,2138,47.41,825,21.13,10.38,apparel,debit_card,0
50:33.0,110814,2399,38.32,81,78.42,6.97,subscription,credit_card,0
24:29.6,110718,2236,2.45,160,76,6.57,electronics,credit_card,0
57:25.8,108219,2224,14.79,644,39.45,21.05,travel,debit_card,0
50:47.1,110416,2281,764.18,64,84.92,2.55,travel,credit_card,1
06:50.7,104871,2319,133.62,128,12.54,8.07,electronics,debit_card,0
37:38.1,107370,2383,156.03,19,84.15,5.75,travel,paypal,1
11:44.0,104728,2156,308,82,37.75,16.92,travel,credit_card,0
51:54.0,106027,2314,28.44,458,69.88,23.64,apparel,paypal,0
09:41.8,108868,2370,83.98,398,19.9,5.77,subscription,debit_card,0
19:05.4,110224,2369,60.67,368,13.63,24.35,apparel,credit_card,0
20:59.0,101625,2324,9.44,490,55.47,18.03,apparel,debit_card,0
23:31.5,100407,2312,95.65,10,72.19,12.34,digital_service,paypal,1
44:15.2,108003,2379,97.25,100,35.05,9.81,subscription,debit_card,0
33:58.1,104121,2200,202.13,73,81.16,12.46,travel,credit_card,1
52:51.8,111502,2219,102.34,58,51.52,16.26,subscription,paypal,0
41:48.5,107011,2353,19.79,520,84.63,19.07,travel,debit_card,0
33:33.9,104841,2229,27.92,512,42.01,19.56,travel,credit_card,0
56:59.8,105281,2100,6.37,651,62.03,6.76,apparel,credit_card,0
42:15.6,106693,2150,20.37,938,27.39,18.35,digital_service,debit_card,0
01:24.3,101777,2308,375.38,501,30.53,16.19,subscription,credit_card,0
59:50.5,102670,2336,285.41,205,49.93,19.76,apparel,credit_card,0
47:41.4,104312,2356,5.59,177,17.31,13.79,digital_service,paypal,0
52:34.3,106708,2278,40,840,42.61,21.29,subscription,credit_card,0
18:30.3,100820,2173,7.13,923,81.97,10.55,apparel,credit_card,0
06:20.9,103303,2123,5.47,277,57.12,17.51,apparel,paypal,0
18:55.7,104913,2293,223.25,258,38.76,12.62,electronics,credit_card,0
05:34.4,101293,2213,2446.73,42,97.41,3.48,apparel,credit_card,1
32:53.0,104257,2216,281.07,539,47.28,7.62,digital_service,debit_card,0
47:50.4,110678,2243,270.97,667,68.28,22.22,apparel,debit_card,0
59:45.4,109629,2353,57.08,231,44.3,9.23,apparel,paypal,0
43:36.1,109078,2134,73.6,401,37.33,22.17,subscription,credit_card,0
45:26.9,108825,2291,310.55,29,84.59,2.49,travel,paypal,1
00:35.3,103845,2348,22.6,974,77.42,11.48,subscription,debit_card,0
05:20.7,106271,2104,116.02,354,38.8,9.91,subscription,paypal,0
49:32.3,100754,2124,0.93,604,15.15,10,digital_service,credit_card,0
28:33.0,101936,2331,20.82,88,29.17,16.02,digital_service,credit_card,0
22:49.9,104471,2254,278.65,993,58.54,5.42,apparel,credit_card,0
00:01.3,107345,2242,67.14,461,53.75,24.97,travel,credit_card,0
09:38.7,100883,2127,7.49,22,26.62,15.12,electronics,paypal,0
23:02.5,101183,2303,704.21,87,94.71,8.5,digital_service,paypal,1
13:13.0,108754,2128,260.33,37,72.26,2.71,apparel,paypal,1
23:06.1,100332,2161,344.21,81,73.57,5.25,subscription,credit_card,1
23:12.8,106994,2172,44.31,120,68.22,7.83,travel,credit_card,0
54:34.0,105191,2378,287.82,41,87.99,1.81,travel,paypal,1
57:45.1,101877,2147,133.98,154,78.06,15,digital_service,credit_card,0
34:30.2,104357,2387,10.76,371,37.07,6.02,travel,credit_card,0
44:56.3,106307,2215,92.12,540,36.47,22.81,subscription,paypal,0
13:36.3,105746,2116,32.73,970,84.58,5.58,subscription,credit_card,0
50:58.3,104702,2380,13.49,166,42.46,14.37,travel,debit_card,0
45:47.1,103837,2332,68.03,97,31.81,10.59,electronics,debit_card,0
33:45.4,110092,2356,204.66,79,94.91,13.9,travel,paypal,1
46:10.0,103165,2245,63.57,490,84.96,8.45,apparel,credit_card,0
09:09.0,107026,2365,1143.85,68,78.33,5.44,digital_service,paypal,1
43:33.3,109730,2329,8.39,665,40.84,24.29,electronics,credit_card,0
50:48.9,104919,2126,3.15,677,68.82,21.61,subscription,debit_card,0
38:00.6,106339,2281,392.7,68,70.42,8.65,digital_service,paypal,1
00:25.8,109468,2242,2215.08,66,89.5,13.74,travel,paypal,1
28:14.6,105325,2161,274.5,407,29.64,11.14,electronics,debit_card,0
29:02.9,105451,2327,2.76,726,71.81,5.09,electronics,credit_card,0
52:19.5,105894,2278,46.98,896,10.1,14.22,digital_service,credit_card,0
02:54.1,101693,2361,34.22,471,62.21,23.09,apparel,paypal,0
56:09.6,101617,2213,40.79,796,10.29,11.03,subscription,credit_card,0
22:43.5,107518,2268,294.21,32,97.52,4.22,travel,credit_card,1
43:47.0,110090,2120,136.35,188,35.22,24.65,digital_service,paypal,0
06:35.6,105818,2288,11.08,197,31.06,11.83,travel,credit_card,0
12:17.0,106548,2200,24.69,157,29.91,18.81,travel,paypal,0
38:48.8,104637,2391,47.1,950,16.11,19.32,digital_service,credit_card,0
24:48.6,103818,2240,19.03,896,46.21,20.22,digital_service,credit_card,0
21:48.2,101113,2319,575.1,38,80.76,6.37,subscription,credit_card,1
33:22.6,103320,2339,2508.46,35,87.82,12.22,travel,credit_card,1
38:07.2,104746,2140,83.88,249,56.23,9.79,travel,credit_card,0
18:34.7,111375,2267,353.33,67,73.98,11.88,electronics,paypal,1
16:18.7,100938,2362,26.87,850,21.13,8.23,electronics,credit_card,0
55:46.7,102160,2178,318.59,31,82.36,15.36,subscription,paypal,0
05:39.0,110196,2314,11.11,753,60.01,15.75,electronics,credit_card,0
44:08.1,104408,2369,13.89,594,37.63,10.08,digital_service,credit_card,0
20:40.3,100710,2340,653.94,828,26.46,5.88,apparel,debit_card,0
55:45.5,111344,2345,790.75,422,12.46,5.21,subscription,credit_card,0
19:30.4,100691,2371,594.89,21,97.39,13.5,travel,credit_card,1
25:53.5,106788,2120,693.44,14,95.83,9.59,travel,paypal,1
31:18.9,109138,2187,686.49,993,75.56,21.52,subscription,credit_card,0
21:53.0,109091,2250,1109.97,535,55.34,7.08,apparel,debit_card,0
41:20.1,102204,2334,124.07,457,17.9,20.99,apparel,debit_card,0
08:23.5,111280,2153,302.64,38,85.52,13.56,digital_service,debit_card,1
58:20.3,103954,2101,3.79,145,54.05,16.04,electronics,debit_card,0
37:25.7,109735,2216,29.72,73,87.65,2.35,travel,credit_card,1
33:27.3,105228,2279,115.58,537,48.46,16.55,subscription,debit_card,0
23:12.0,111156,2254,47.23,500,35.38,8.66,apparel,paypal,0
52:51.3,104187,2285,42.44,154,62.12,17.46,apparel,paypal,0
57:14.7,110410,2107,30.49,220,57.59,21.1,digital_service,paypal,0
29:52.3,105987,2233,33.25,71,51.84,24.73,subscription,paypal,0
19:11.8,100578,2157,1168.1,81,75.72,14.4,digital_service,paypal,1
54:09.9,100510,2116,232.98,144,36.94,12.76,subscription,paypal,0
49:01.0,103673,2217,526.39,882,82.64,7.68,travel,debit_card,0
54:59.0,110817,2330,21.93,276,63.53,9.99,digital_service,credit_card,0
23:43.9,104066,2376,530.94,206,66.75,21.03,subscription,credit_card,0
38:38.8,100549,2216,37.93,742,56.27,20.35,apparel,debit_card,0
49:19.4,107049,2347,477.95,79,93.47,11.74,travel,paypal,1
49:43.2,108554,2140,27.88,791,48.98,11.6,subscription,paypal,0
39:08.3,105278,2147,218.77,26,71.15,4.56,travel,paypal,1
30:06.1,110266,2277,16.63,438,25.77,7.06,digital_service,credit_card,0
40:07.1,106610,2278,55.01,392,12.34,14.41,digital_service,debit_card,0
17:51.0,106516,2331,32.89,851,65.99,14.72,digital_service,paypal,0
03:17.1,104969,2367,1928.72,287,20.27,19.65,subscription,credit_card,0
04:13.2,107004,2225,49.5,762,47,13.11,digital_service,credit_card,0
24:46.5,110384,2342,27.53,771,72.84,8.72,subscription,credit_card,0
08:15.8,102708,2304,71.23,824,84.19,13.15,travel,credit_card,0
24:16.1,101709,2377,278.35,529,26.46,16.76,subscription,credit_card,0
15:00.7,109040,2324,823.88,22,82.38,9.99,travel,paypal,1
37:57.2,111595,2204,43.62,992,71.71,16.9,travel,paypal,0
41:50.7,110632,2124,43.65,434,67.97,8.97,electronics,debit_card,0
06:11.2,100700,2122,136.32,398,33.21,24.95,subscription,credit_card,0
31:12.5,105973,2238,473.69,71,94.93,7.48,travel,credit_card,1
52:05.9,110145,2374,21.52,822,70.16,6.54,digital_service,debit_card,0
08:15.3,105656,2119,64.77,574,54.34,24.99,subscription,credit_card,0
17:37.6,103287,2148,82.55,474,31.06,9.79,subscription,paypal,0
36:16.9,101780,2363,75.09,614,16.53,15.06,electronics,debit_card,0
31:04.5,105607,2315,10.83,110,12.06,21.39,electronics,debit_card,0
41:25.4,110729,2357,1035.25,31,85.85,6.87,travel,paypal,1
04:14.1,100675,2218,26.19,75,65.56,22.06,electronics,paypal,0
10:32.6,108287,2214,323.03,15,83.13,5.4,apparel,credit_card,0
27:33.7,101127,2340,54.08,698,29.25,5.29,apparel,debit_card,0
55:47.3,108746,2344,96.88,63,90.13,7.97,digital_service,debit_card,1
50:10.3,108066,2128,194.36,89,89.64,6.46,digital_service,paypal,1
50:44.3,100949,2213,19.52,322,10.65,20.14,subscription,credit_card,0
19:54.6,111131,2198,65.36,823,30.1,18.67,electronics,debit_card,0
55:51.7,102986,2116,32.97,362,45.58,11.73,subscription,paypal,0
40:54.6,102857,2377,4396.03,20,89.23,2.63,travel,paypal,1
14:59.9,110789,2375,221.45,766,81.18,20.1,subscription,paypal,0
16:46.0,110665,2107,263.63,82,81.92,8.12,travel,paypal,1
29:26.3,106630,2305,200.04,68,49.75,9.43,travel,paypal,0
13:32.0,110135,2185,32.69,985,39.15,19.37,travel,credit_card,0
39:01.3,103363,2144,561.6,55,96.21,14.96,digital_service,paypal,1
57:52.9,111213,2390,237.41,673,59.87,6.07,subscription,debit_card,0
32:08.9,109733,2261,149.39,324,35.06,9.28,subscription,credit_card,0
56:02.1,105815,2246,222.12,27,89.26,6.32,travel,paypal,1
58:24.6,108475,2382,1034.2,783,27.72,18.63,subscription,credit_card,0
49:38.9,108598,2368,65.84,158,58.68,18.32,digital_service,credit_card,0
54:00.8,109011,2144,99.79,525,62.39,22.59,subscription,debit_card,0
06:54.1,111663,2264,234.92,62,12.43,22.64,digital_service,credit_card,0
13:30.8,105276,2383,34.83,260,41.58,10.06,electronics,credit_card,0
10:18.1,101688,2179,159.9,751,38.13,15.39,subscription,credit_card,0
05:34.8,101045,2290,13.7,650,20.07,21.93,electronics,paypal,0
51:35.2,108233,2193,125.36,37,81.26,11.63,apparel,credit_card,1
00:31.0,101436,2212,88.24,670,76.39,11.25,digital_service,paypal,0
06:21.6,104464,2202,36.18,597,61.64,22.68,apparel,credit_card,0
32:17.5,104497,2369,56.83,739,81.77,14.71,apparel,credit_card,0
42:02.6,106358,2308,7.86,986,47.18,16.24,travel,credit_card,0
34:56.1,104770,2244,2.6,582,81.06,10.12,electronics,paypal,0
56:26.6,109160,2136,23.36,470,77.47,8.48,subscription,credit_card,0
23:40.1,109000,2106,78.42,133,11.9,6.82,apparel,debit_card,0
01:32.4,102632,2250,994.07,54,91.78,1.33,travel,paypal,1
10:14.0,102193,2339,634.5,64,84.96,5.1,digital_service,paypal,1
09:04.2,100556,2280,61.22,918,60.53,15.07,apparel,credit_card,0
20:59.4,101390,2141,101.39,130,65.26,7.92,apparel,credit_card,0
36:36.9,105472,2118,40.13,945,19.51,16.07,apparel,credit_card,0
47:18.4,111469,2163,793.78,69,82.94,2.7,digital_service,paypal,1
27:23.8,105222,2140,1240.72,45,90.77,1.41,subscription,debit_card,1
46:26.5,108627,2265,9.65,849,43.65,24.85,subscription,credit_card,0
42:57.2,108496,2104,148.93,987,72.02,11.45,subscription,paypal,0
15:29.5,103767,2185,11.2,937,75.38,20.23,apparel,credit_card,0
17:39.3,110574,2119,19.96,138,78.44,15.99,apparel,credit_card,0
18:30.7,101623,2315,100.32,214,74.89,16.78,apparel,credit_card,0
04:08.4,110649,2376,259.6,80,79.89,14.71,travel,paypal,1
02:51.8,111867,2298,475.4,982,43.57,15.81,subscription,credit_card,0
45:30.9,107339,2136,115.94,260,33.02,15.12,subscription,credit_card,0
09:47.6,104594,2288,58.51,788,54.86,17.2,electronics,paypal,0
26:56.7,100337,2185,202.61,205,34.81,19.17,travel,debit_card,0
05:44.8,103609,2279,161.24,946,19.03,15.48,digital_service,credit_card,0
27:44.4,101187,2219,514.64,57,96.01,10.5,digital_service,paypal,1
01:53.5,102659,2360,78.39,770,13.7,5.65,digital_service,credit_card,0
02:04.9,107805,2384,25.63,445,67.14,19.28,apparel,debit_card,0
41:21.3,101873,2307,131.82,84,14.75,9.31,travel,paypal,0
40:33.3,103397,2255,18.22,115,48.42,17.28,electronics,debit_card,0
03:48.5,105187,2266,3,55,20.39,20.44,apparel,credit_card,0
38:12.4,109340,2115,15.69,840,69.35,12.49,apparel,credit_card,0
33:21.1,106934,2153,202.66,515,17.77,5.14,digital_service,credit_card,0
58:26.9,111961,2179,29.88,388,39.92,23.25,electronics,credit_card,0
15:53.5,108037,2336,22.35,547,20.53,20.17,subscription,credit_card,0
40:09.3,108640,2216,819.4,799,60.15,9.6,subscription,debit_card,0
21:05.4,106480,2335,200.91,122,25.16,15.49,subscription,debit_card,0
32:47.7,102478,2119,92.92,943,56.52,18.92,subscription,debit_card,0
17:13.3,110984,2176,64.78,422,16.49,9.26,apparel,credit_card,0
28:02.8,105220,2113,4.78,253,49.06,8.83,digital_service,debit_card,0
03:07.1,110230,2226,21.85,441,52.66,14.19,apparel,paypal,0
48:25.8,105416,2356,176.46,653,60.49,15.55,apparel,debit_card,0
25:19.2,102845,2395,34.34,468,27.94,22.17,electronics,credit_card,0
26:34.6,108457,2141,101.8,238,71.23,16.81,digital_service,debit_card,0
51:29.1,105918,2318,47.47,354,16.56,21.36,apparel,debit_card,0
21:37.5,102438,2312,890.35,37,74.88,13.21,travel,credit_card,1
40:17.3,107714,2269,48.13,715,53.51,20.32,electronics,credit_card,0
21:17.1,111694,2257,38.71,805,42.85,6.8,subscription,credit_card,0
21:22.3,109643,2290,548.91,71,56.7,8.01,apparel,debit_card,0
56:49.6,104819,2372,1960.74,30,88.82,11.1,digital_service,paypal,1
23:11.8,100805,2389,274.04,33,85.19,2.69,travel,debit_card,1
51:54.6,110246,2206,72.2,303,23.72,20.28,subscription,credit_card,0
38:46.5,110996,2113,420.64,52,90.43,3.51,electronics,credit_card,1
00:00.1,110633,2153,177.51,393,82.47,24.96,apparel,credit_card,0
20:59.7,104636,2247,1837.17,849,55.56,17.71,electronics,credit_card,0
29:59.3,103788,2288,277.09,496,28.7,12.03,subscription,credit_card,0
22:36.2,101650,2165,210.43,420,39.35,24.88,subscription,credit_card,0
55:20.4,106053,2132,42.28,181,78.76,17.81,travel,credit_card,0
43:01.2,109354,2279,858.97,934,42.34,12.72,travel,credit_card,0
12:22.0,102919,2190,40.93,416,84.21,12.4,subscription,paypal,0
08:17.1,106304,2135,676.37,44,74.74,7.85,subscription,paypal,1
28:08.2,101789,2357,19.1,638,68.09,22.87,travel,debit_card,0
24:54.1,102010,2110,352.8,81,88.93,13.41,digital_service,paypal,1
47:15.6,100812,2257,127.97,265,76.18,10.79,apparel,paypal,0
32:27.0,109936,2246,11.9,731,66.34,23.65,apparel,credit_card,0
03:45.1,102607,2257,657.79,277,65.6,11.51,electronics,credit_card,0
22:31.0,106021,2175,52.44,880,62.43,7.13,subscription,credit_card,0
13:56.2,108466,2326,413.08,986,21.11,14.74,subscription,credit_card,0
55:31.1,108660,2162,10.23,54,30.22,6.03,electronics,credit_card,0
03:10.2,103095,2254,255.12,26,72.77,15.51,electronics,credit_card,0
48:18.3,111215,2142,154.22,704,38.23,12.88,subscription,credit_card,0
18:54.8,102106,2153,275.37,27,84.5,5.46,travel,paypal,1
25:22.0,108573,2345,30.23,847,38.39,17.91,apparel,credit_card,0
01:34.8,106854,2276,5.2,286,23.48,5.31,electronics,credit_card,0
50:18.9,110537,2146,204.05,908,50.34,10.52,apparel,credit_card,0
05:10.0,103643,2266,2081.56,35,99.56,13.21,travel,paypal,1
58:04.4,101196,2217,330.92,712,69.55,22.32,electronics,paypal,0
01:10.5,106470,2328,150.16,515,81,5.7,subscription,paypal,0
21:04.2,100978,2367,1421.77,45,76.93,11.97,travel,paypal,1
10:30.6,105571,2203,24.46,366,72.39,24.95,digital_service,paypal,0
48:53.9,110866,2318,44.5,506,17.16,19.39,apparel,credit_card,0
30:05.6,105435,2374,17.15,472,56.59,23.26,digital_service,debit_card,0
31:31.5,111455,2202,493.52,50,76.59,3.41,travel,paypal,1
41:45.0,102495,2240,15.08,389,72.64,6.92,digital_service,credit_card,0
39:40.6,108912,2223,191.26,479,34.42,12.1,electronics,credit_card,0
23:52.3,107320,2394,4629.32,12,99.6,3.79,digital_service,paypal,1
40:30.1,101232,2274,34.79,309,19.13,8.91,digital_service,debit_card,0
42:23.9,108204,2135,3.1,132,59.56,5.75,digital_service,paypal,0
00:25.8,107889,2234,50.85,926,42.41,23.89,electronics,credit_card,0
14:56.3,106115,2204,18.8,145,47.03,6.84,subscription,credit_card,0
04:19.7,103706,2162,206.07,42,88.34,14.42,travel,debit_card,1
53:09.4,102684,2289,59.97,248,75.69,12.09,electronics,credit_card,0
21:15.8,100795,2105,115.86,180,77.86,9.34,subscription,credit_card,0
04:54.7,108855,2210,57.61,164,51.95,5.99,subscription,credit_card,0
19:57.4,108062,2365,497.13,37,84.3,3.34,travel,paypal,1
01:09.2,104911,2300,2.56,227,26.44,5.28,subscription,debit_card,0
30:33.7,101272,2269,53.54,389,13.74,12.56,electronics,credit_card,0
10:31.4,103589,2278,64.56,582,40.86,24.75,electronics,credit_card,0
21:10.2,104737,2196,112.42,309,45.32,12.77,apparel,paypal,0
43:33.3,111541,2125,464.55,305,75.29,14.54,electronics,credit_card,0
10:36.6,108440,2103,116.55,616,39.3,20.8,electronics,paypal,0
03:28.7,107655,2107,678.5,28,78.88,8.7,subscription,paypal,1
19:58.3,111272,2307,9.27,390,48.15,8.12,digital_service,credit_card,0
55:57.8,100740,2123,29.23,58,13.5,7.98,electronics,credit_card,0
27:27.1,105159,2149,8.66,664,23.03,16.57,electronics,credit_card,0
27:04.5,104938,2380,506.93,720,18.25,24.74,travel,credit_card,0
06:40.9,107390,2363,791.61,471,49.89,9.4,apparel,paypal,0
15:08.6,100988,2342,813.61,445,66.74,22.87,electronics,debit_card,0
06:54.3,100678,2261,170.99,36,81.59,12.85,digital_service,credit_card,1
